Domain,Word,Definition,TLD
ho.ki,hoki,"mule, ass. ",ki
hok.ua,hokua,"   • nape of the neck, shoulders (Puk. 12.34) ; 
   • main stem of a vine (Kep. 157).    ",ua
ho.la,hola, ,la
holaho.la,holahola, ,la
hola.na,holana, ,na
holelo.la,holelola,Holy Roller [disparaging and offensive term for a member of a Pentacostal sect]. ,la
ho.li,holi,"to sprout, as plants or a youth's beard. ",li
holi.li,holili,"weak, spindly, puny. ",li
holi.na,holina,"immature and inferior, as breadfruit falling prematurely. ",na
holoh.au,holohau,"to ice skate, ski. lit., ice run. ",au
holoholoka.ke,holoholokake,"blown, as by wind. ",ke
holoholo.na,holoholona,"a trip, excursion, ride. ",na
holoikahi.ki,holoikahiki,name of a legendary star (Kep. 77) that guided Hawaiʻinui on his return to Kahikihonuakele after discovering Hawaiʻi. ,ki
holokahi.ki,holokahiki,sailor; to sail to foreign lands. ,ki
holok.ai,holokai,"seaman, seafarer; to sail on the sea; sea voyage or cruise. ",ai
holoka.ke,holokake,"not secure, loose, not tight. ",ke
holo.kia,holokia,"to dart, as a bird. ",kia
holola.ni,hololani,mission. ,ni
holomaka.ni,holomakani,"breezy, airy. lit., wind running. ",ni
holomoa.na,holomoana, ,na
holomoku.na,holomokuna, ,na
holom.ua,holomua,"improvement, progress. ",ua
holo.na,holona,"a running, sailing, traveling; performance. ",na
holopa.ni,holopani,a pain that nearly shuts off (pani) the breath. ,ni
holopa.pa,holopapa,"   • shelf, ledge, rack, 
   • frame on which tapa and other articles were laid; 
   • flooring. ",pa
holope.ki,holopeki,"to trot. lit., pace (Eng.) run. ",ki
holow.ai,holowai,water ditch or course; to run in such courses; watery. ,ai
ho.lu,holu,"   • springy, pliable, resilient, as a mattress; 
   • to sway, as palm fronds; 
   • to ripple, as waves; 
   • to play back and forth; 
   • bumpy, as an airplane ride.   ",lu
hol.ua,holua, ,ua
holuho.lu,holuholu,flexible. ,lu
holu.lu,holulu,to oppress. ,lu
ho.ma,homa,disappointed. ,ma
homaho.ma,homahoma, ,ma
ho.na,hona, ,na
h.one,hone,"   • sweet and soft, as music; to sound softly; 
   • sweetly appealing, as perfume or a memory of love; 
   • to tease, play pranks; 
   • mischievous.    ",one
honeh.one,honehone,melodious. ,one
honekaka.la,honekakala,"honeysuckle, a low, twining shrub (Lonicera japonica), from East Asia, with shortstemmed, oval leaves and fragrant tubular flowers that open white and turn yellow. ",la
ho.ni,honi,"to smell, sniff, scent; a scent. ",ni
honiho.ni,honihoni,"to kiss or smell repeatedly, sniff. ",ni
honi.na,honina, ,na
ho.no,hono,"   • to stitch, sew,    • mend, patch;    • a joining, as of mountains. ",no
honohi.na,honohina,"wild spiderflower (Gynandropsis gynandra), a cosmopolitan tropical hairy annual weed, native to Africa, in the caper family, 30 to 90 cm high, leaves five-parted; flowers spider-like, white with a purple tinge; fruit narrow, cylindrical capsule with many seeds. ",na
honoho.no,honohono, ,no
honokao.na,honokaona,Hong Kong. ,na
honolu.lu,honolulu,"name of the capital city in the Hawaiian Islands lit., sheltered bay. ",lu
ho.nu,honu,name of a design for Niʻihau mats. ,nu
hon.ua,honua,"suddenly, abruptly and without reason. ",ua
honuho.nu,honuhonu,a game in which player and opponent sat with legs crossed and tried to unseat each other; to play this game. ,nu
hop.ai,hopai, ,ai
ho.pe,hope,"   • result, consequence, 
   • conclusion, end, 
   • purpose, 
   • sequel, supplement. ",pe
hope.na,hopena,"result, conclusion, sequel, ending, destiny, fate, consequence, effect, last. ",na
hop.ua,hopua, ,ua
hopu.na,hopuna,"grasping, seizing, taking; arrest. ",na
h.ua,hua,"round object, as pill or bead. ",ua
huaheki.li,huahekili,"hail. lit., thunder fruit. ",li
huah.ua,huahua,"fruitful, productive, prolific; to bear many fruits; to lay many eggs. ",ua
huahual.au,huahualau,"interrogation to incriminate, ensnare, or obtain information by roundabout methods, to question or quiz indirectly. ",au
huala.la,hualala,"curved, warped, oval, twisted. ",la
huala.ni,hualani,a variety of sweet potato. ,ni
hual.au,hualau,"a variety of banana. lit., many fruits. ",au
hua.li,huali,"bright, polished, clean, pure, white, glittering, gleaming; morally pure. ",li
hual.ua,hualua, ,ua
huamaila.ni,huamailani,"lit., fruit from heaven. ",ni
huamaka.ni,huamakani,"tiny, yolkless egg. lit., wind egg. ",ni
hua.na,huana,"gushing forth, overflow. ",na
huapa.la,huapala,"orange trumpet or sweetheart vine (Pyrostegia venusta syn. Bignonia venusta, B. ignea), an ornamental climber from Brazil, bearing early in the year many deep-orange flowers, hence chestnut-colored or light brown. lit. ripe fruit. ",la
huawae.na,huawaena, ,na
huaw.ai,huawai, ,ai
hue.hu,huehu,name of a strong northwesterly wind of the winter months. Also Kiu Inu Wai and Mālua Kiʻi Wai. ,hu
huelopo.ki,huelopoki,whaleboat. ,ki
hue.ne,huene,"a wheezing sound, as of asthmatic persons; a prolonged shrill cry. ",ne
hu.hu,huhu,"   • a wood-boring insect, termite; 
   • worm-eaten, rotten.   ",hu
huhu.hu,huhuhu,"insect-eaten, rotten, worm-eaten, wormy. ",hu
huhuhu.la,huhuhula,"Hawaiian hula by many persons; to hula, of many. ",la
huhuhu.li,huhuhuli,"to turn, seek frequently. ",li
huhuhu.me,huhuhume, ,me
huhuhu.na,huhuhuna, ,na
huhuhu.ne,huhuhune,"redup. of hunehune and hune₁,₂; fine, dainty; stripped of all property. ",ne
huhu.ki,huhuki,to pull hard or frequently. ,ki
huhu.la,huhula,"hula dance by many; to dance the hula, of many. ",la
huhu.li,huhuli,"to seek, turn, of many and repeatedly. ",li
huhu.lu,huhulu,"bristling, tousled, as feathers, fur, body hair. ",lu
huhu.me,huhume, ,me
huhu.na,huhuna,"particles, fragments. ",na
huhu.ne,huhune, ,ne
huihui.ni,huihuini, ,ni
huika.la,huikala,"   • to absolve entirely, absolution;
   • forgive all faults, excuse, pardon, 
   • atonement, 
   • cleanse and purify morally; ceremonial cleansing.    cf. (Malo 199). ",la
huik.au,huikau,"mixed, confused, haphazard, blurred; mix-up, confusion, jumble; to mix. ",au
hui.la,huila, ,la
huilapala.la,huilapalala,wheelbarrow. ,la
hui.na,huina,"sum, total, amount. ",na
huinako.lu,huinakolu,triangle. ,lu
huinakolu.like,huinakolu like,equilateral triangle. ,like
huinali.ma,huinalima,pentagon. ,ma
huinao.no,huinaono,hexagon. ,no
huinapapala.na,huinapapalana,"raft. lit., collection of floating boards. ",na
huinaw.ai,huinawai,"pool, meeting place of two or more streams. ",ai
huinawa.lu,huinawalu,octagon. ,lu
hui.ni,huini,"needle-pointed, sharp-pointed. ",ni
hui.pa,huipa,"kind of hard, black stone used for maika stones. ",pa
hukeko.na,hukekona,"Hudson, as the river or bay. ",na
hu.ki,huki,"   • a fit of any kind, convulsion, stroke, spasm, epileptic fit; 
   • twitching, cramp, as in the leg; 
   • to have a fit or cramp.   ",ki
hu.kia,hukia, ,kia
hukihu.ki,hukihuki,"   • to pull or draw frequently, or by many persons; 
   • to pull by jerks or continuously, as in the tug-of-war game (see hukihuki₃); 
   • to gather, as taro; 
   • friction, dissension. (see hukihuki₂)   ",ki
huki.ki,hukiki, ,ki
hukil.au,hukilau,"a seine; to fish with the seine. lit., pull ropes (lau). ",au
huki.like,huki like,"to pull or work together, cooperate. ",like
huki.na,hukina,a pulling. ,na
huko.pa,hukopa,hyssop. ,pa
hu.la,hula,song or chant used for the hula; to sing or chant for a hula. ,la
hulahu.la,hulahula,"ballrom dancing with partners, American dancing, ball; massed hula dancing; to dance. ",la
hula.li,hulali,"   • shining,  to shine,
   • glittering, glitter, sparkle, 
   • glossy, 
   • reflect light.
   • slippery;     ",li
huleil.ua,huleilua,"intensifier of hulei; to toss and pitch, trot, swing. ",ua
hu.li,huli,"section, as of a town, place, or house. ",li
huliala.na,hulialana,"to remove the bitterness, especially to pour off the bitter liquid and add fresh water to the preparation of arrowroot (pia). ",na
hulialopa.li,hulialopali,"name of a wind at Lahaina, Maui. lit., turn to the face of the cliff. ",li
huli.au,huliau,"turning point, time of change. ",au
hulihu.li,hulihuli,; ,li
hulik.ua,hulikua,"ornamental comb decorated with feathers, with ornaments turned towards the back. ",ua
hulil.au,hulilau,"   • a variety of large gourd or calabash, used as receptacle for tapa or garments, or for food offerings. 
   • fig., a woman, mother, wife. ",au
huli.li,hulili,"   • dazzling light, 
   • vibration, undulation; 
   • to blaze, sparkle, dazzle, glare, 
   • vibrate, 
   • swell.    ",li
huli.na,hulina,"   • turning, turning place, 
   • overturning,
   • reversing, 
   • frontage. ",na
hulipa.hu,hulipahu,"second mate of a vessel. lit., binnacle turner. ",hu
hulipe.ua,hulipeua,greedy; a greedy person. ,ua
hulo.na,hulona,Huron. ,na
hu.lu,hulu,"esteemed, choice, precious; esteemed older relative, as of parents or grandparents' generations. (This meaning may be connected with the value attached to featherwork.) ",lu
huluhu.lu,huluhulu,"body hair, hair of eyelashes, fleece (Lunk. 6.37) , wool, fur; hairy. ",lu
hulul.ua,hululua,hook with two barbs. ,ua
huluma.nu,hulumanu,"tick used for mattresses and pillow covers, so called because they were stuffed with bird feathers. ",nu
hulupa.la,hulupala,"light brown, bay, as a horse. ",la
hulup.eu,hulupeu, ,eu
hu.me,hume,"   • to bind about the loins, as a malo; 
   • to put on a malo; 
   • to wear a sanitary napkin.   ",me
humehu.me,humehume, ,me
hume.na,humena,a girding on of a loincloth; part of the loins covered by the malo. ,na
hu.mu,humu,"   • to sew, stitch; seam, stich; 
   • to bind together parts of a fishhook; 
   • to bind, as a book. ",mu
humuhu.mu,humuhumu,"to sew, of many or continuously. ",mu
humul.au,humulau,to embroider. ,au
humu.na,humuna,"sewing, seam. ",na
humuni.ki,humuniki,"pattern in pāwehe plaiting, said to consist of a continuous row of red lozenges with their lateral angles touching. ",ki
humupa.pa,humupapa,"to sew to a backing, as feather leis. ",pa
humuwi.li,humuwili,overcasting stitch; to hem. ,li
hu.na,huna,"minute particle, grain, crumb, gram, speck, tiny bit, scrap, minutia; small, little, powdery. (This word is similar to hune₂.) ",na
hunahu.na,hunahuna,"fragments, particles, crumbs, scraps. ",na
hunak.ai,hunakai,"white-flowered beach morning-glory (Ipomea stolonifera; synonym, I. acetosaefolia), distributed in tropical regions, with oblong to lyre-shaped leaves, and white flowers with yellow centers. ",ai
hu.ne,hune,"poor, destitute; a poor person. ",ne
hunehu.ne,hunehune,"redup. and intensification of hune₂, very fine, delicate. ",ne
huneka.li,hunekali,"Hungarian, Hungary. ",li
hune.one,hune one,"fine-grained sand, sand particles. ",one
hu.pa,hupa,hoop. ,pa
hup.au,hupau,to draw together. ,au
iah.ai,iahai,"fast pronunciation of i aha ai, sometimes written i ahaʻi. ",ai
ia.la,iala, ,la
ia.ma,iama, ,ma
ia.na,iana,"ostrich (RSV), owl (KJV). ",na
ielukale.ma,ielukalema,Jerusalem. ,ma
ihiaka.la,ihiakala, ,la
iho.la,ihola,directional and reflexive pair. iho + demon. -la. ,la
ihole.na,iholena,"a favorite and common native variety of banana, eaten raw or cooked. The fruit bunches are small, the skin thin, ripening yellow, the flesh salmonpink. (HP 115). This was one of the few bananas permitted women. Also hilahila. lit., yellow core. ",na
iho.na,ihona,"descent, incline. ",na
i.hu,ihu,prow or bow of a canoe or ship. nose of a plane (HE) ,hu
ihua.nu,ihuanu,name of an odoriferous tree or shrub. ,nu
ihui.hu,ihuihu,"rising upward, as the prow of a canoe. fig., scornful. ",hu
ihu.moe,ihumoe,name of a star. ,moe
ihupa.ni,ihupani,"expert, wise person, wisdom. lit., closed nose, perhaps referring to deep diving and hence profound knowledge. ",ni
ika.mu,ikamu,item. ,mu
ikawaola.ni,ikawaolani,"name of a star. lit., in the mountain area occupied by gods or high chiefs. ",ni
ikii.ki,ikiiki,"stifling heat and humidity; acute discomfort, pain, grief, suffering; to be weary, stifling, sultry, stuffy. ",ki
ikimak.ua,ikimakua,"a kind of stone, as used for making maika stones. ",ua
ikipuaho.la,ikipuahola,"a pestilence said to have come in the reign of Waia, believed the same as the ʻōkuʻu disease of 1804. ",la
ikuw.ai,ikuwai,visiting place in a grass house. ,ai
i.la,ila,a dark birthmark. ,la
i.li,ili,"   • stranded, aground or wrecked, as a ship; to run aground; 
   • to run over, as with a car; 
   • to set, as the sun.    
cf. Hoku Ili, (Oih. 27.41) , īkā₁. ",li
ili.au,iliau,"an endemic woody plant (Wilkesia gymnoxiphium), related to the ʻāhinahina or silversword, found only in western mountains of Kauaʻi. It is 1 to 4 m high, unbranched, the stems ending in clumps of long narrow leaves. ",au
ilila.ni,ililani,"unexpected rain, as from a sunny sky; to rain thus. ",ni
ili.na,ilina,"grave, tomb, sepulcher, cemetery, mausoleum, plot in a cemetery. ",na
i.mu,imu,rock and coral fish trap; the fisherman might insert a branch into an opening at one side to frighten the fish into a surrounding net. ,mu
i.na,ina,"to pry, as with a lever. ",na
inai.na,inaina,"   • anger, wrath, rage, 
   • hatred, enmity (Kin. 3.15) , 
   • malice; 
   • to hate (Kin. 37.4) , abhor; 
   • moved with hatred, angry.    ",na
ina.ne,inane,Let me see! Show it to me! ,ne
i.ne,ine, ,ne
inuw.ai,inuwai,"name of a sea breeze. lit., water drinking. ",ai
io.io,ioio,"rounded grooves in carving, as in kukui nuts used in necklaces; depression made by stitches in quilting; grooved. ",io
ipuolo.no,ipuolono,a variety of taro used as offering to the gods; it may be qualified by the terms kea and ʻulaʻula. ,no
ipuw.ai,ipuwai,wood rollers laid under a canoe being hauled to prevent it from being scratched or damaged. ,ai
iuka.io,iukaio,Jew; Jewish. ,io
iunipe.la,iunipela,"broom tree (RSV), juniper (KJV). (Neal 49), (1 Nal. 19.4) . ",la
iwikauika.ua,iwikauikaua,name of a star and of an ancient chief of Hawaiʻi. ,ua
kaa.la,kaala,"widow, widower. ",la
k.ae,kae,"refuse or rubbish, waste, excrement (cf. kūkae); refuse from fibers, as of olonā;. raw bast and refuse of the wauke plant after soaking. ",ae
kaek.ae,kaekae,"   • smooth, polished; to rub smooth, polish, finish
   • perfect, as a new canoe without knots or knobs; 
   • young, attractive, plump, desirable, as of a woman; 
   • tasty, mellow, soft, as of sweet potatoes;    ",ae
kae.la,kaela, ,la
kae.na,kaena,"   • to boast, brag, 
   • glorify, praise; 
   • boastful, conceited, proud.    ",na
kahakaha.na,kahakahana,"   • markings, scratchings, 
   • lines, stripes; 
   • narrow strip of cloth, usually white.   ",na
kahalaopu.na,kahalaopuna,"a Mānoa beauty, the wife of Kauhi. In the legend gossips told Kauhi that she was unfaithful. He led her to a forest on Ka'ala mountain and slowly beat her to death and buried her under an ʻōhiʻa tree. Passers-by restored her to life. (HM 152-153). In the story as told by Westervelt (Old Honolulu, pp. 128-130), her cruel lover, a Waikiki chief, killed her three times; each time she was resuscitated by an owl god, Pueoaliʻi. lit., the pandanus of Puna. ",na
kahali.li,kahalili,sanctified stone used by at priest in ʻanāʻanā sorcery. ,li
kaha.moe,kaha moe,"hyphen. lit., horizontal mark. ",moe
kaha.na,kahana,"cutting, drawing of a line; turning point. ",na
kaha.one,kahaone,sandy beach. ,one
kahapi.li,kahapili,"tangent of a circle. lit., line that touches. ",li
kahapou.li,kahapouli,"taboo on menstruating women, restricting them to the menstruating house. lit., place of dark night. ",li
kah.au,kahau,"the sport of hurling lightweight hau wood spears; to hurl such spears. lit., hurl hau wood. ",au
kahauko.mo,kahaukomo,"a lua fighting stroke. lit., the blow enters. ",mo
kahau.li,kahauli,"a kind of ʻahi, a tuna. It is small, has a long pectoral fin, and reaches about 35 kilos in weight. lit., dark-striped. ",li
kahaupale.mo,kahaupalemo,"a lua fighting stroke. lit., the drowned blow. ",mo
kahekaw.ai,kahekawai, ,ai
kahelela.ni,kahelelani,"species of small colored shells, found particularly on Niʻihau; perhaps so called because the shells were used by chiefs. ",ni
kahe.na,kahena,flowing. ,na
kahi.au,kahiau,to give generously or lavishly with the heart and not with expectation of return. ,au
kahihiko.lu,kahihikolu, ,lu
kahi.ki,kahiki,"Tahiti. The sky was divided into five areas beginning with the term Kahiki: 
      Kahikimoe, horizon; lit., prostrate Kahiki. 
      Kahikikū, sky just above the horizon; lit., upright Kahiki. 
      Kahikikapapanuʻu, the next layer; lit., Kahiki the elevated stratum
      Kahikikapapalani, high in the sky, almost directly overhead; lit., Kahiki the sky (or god) stratum.
      Kahikikapuihōlanikekuʻina, the sky directly overhead; lit., sacred Kahiki at Hōlani the meeting place ",ki
kahiko.lu,kahikolu,"trinity, three in one. ",lu
kahi.moe,kahi moe,"place to sleep, bed, cot. ",moe
kahi.na,kahina,"wood shavings; rubbing, cutting, etc. ",na
ka.hu,kahu,"honored attendant, guardian, nurse, keeper of ʻunihipili bones, regent, keeper, administrator, warden, caretaker, master, mistress; pastor, minister, reverend, or preacher of a church; one who has a dog, cat, pig, or other pet. According to (Emerson 2), kahu ""implies the most intimate and confidential relations between the god and its guardian or keeper, while the word kahuna suggests more of the professional relation of the priest to the community."" cf. kahu hipa, kahu hoʻoponopono, kahu mālama, kahu waiwai, and ex., ʻanāʻanā. ",hu
